Date,Product_ID,Region,Historical_Demand_Units,Unit_Price_USD,Lead_Time_Days,Current_Stock_Level,Predicted_30Day_Demand,Reorder_Point,Inventory_Health_Status
2025-09-21,PRD_003_Keyboards,North,143,45,5,902,173,35,OVERSTOCK_WARNING
2025-09-21,PRD_003_Keyboards,South,158,45,11,725,191,86,OVERSTOCK_WARNING
2025-09-21,PRD_003_Keyboards,East,168,45,10,1072,204,84,OVERSTOCK_WARNING
2025-09-21,PRD_003_Keyboards,West,90,45,13,420,109,58,OVERSTOCK_WARNING
2025-09-21,PRD_004_Processors,North,64,400,9,783,77,28,OVERSTOCK_WARNING
2025-09-21,PRD_004_Processors,South,122,400,7,473,148,42,OVERSTOCK_WARNING
2025-09-21,PRD_004_Processors,East,95,400,3,711,115,14,OVERSTOCK_WARNING
2025-09-21,PRD_004_Processors,West,110,400,3,332,133,16,OVERSTOCK_WARNING
2025-09-22,PRD_001_Laptops,North,161,850,12,878,195,96,OVERSTOCK_WARNING
2025-09-22,PRD_001_Laptops,South,99,850,8,352,120,39,OVERSTOCK_WARNING
2025-09-22,PRD_001_Laptops,East,89,850,7,289,108,31,OVERSTOCK_WARNING
2025-09-22,PRD_001_Laptops,West,157,850,10,807,190,78,OVERSTOCK_WARNING
2025-09-22,PRD_002_Monitors,North,196,320,10,159,238,98,OPTIMAL
2025-09-22,PRD_002_Monitors,South,50,320,8,970,60,20,OVERSTOCK_WARNING
2025-09-22,PRD_002_Monitors,East,74,320,3,97,89,11,OVERSTOCK_WARNING
2025-09-22,PRD_002_Monitors,West,204,320,12,820,247,122,OVERSTOCK_WARNING
2025-09-22,PRD_003_Keyboards,North,129,45,3,527,156,19,OVERSTOCK_WARNING
2025-09-22,PRD_003_Keyboards,South,40,45,11,113,48,22,OVERSTOCK_WARNING
2025-09-22,PRD_003_Keyboards,East,142,45,12,719,172,85,OVERSTOCK_WARNING
2025-09-22,PRD_003_Keyboards,West,46,45,10,159,55,23,OVERSTOCK_WARNING
2025-09-22,PRD_004_Processors,North,204,400,3,895,247,30,OVERSTOCK_WARNING
2025-09-22,PRD_004_Processors,South,65,400,5,457,78,16,OVERSTOCK_WARNING
2025-09-22,PRD_004_Processors,East,51,400,7,377,61,17,OVERSTOCK_WARNING
2025-09-22,PRD_004_Processors,West,100,400,12,588,121,60,OVERSTOCK_WARNING
2025-09-23,PRD_001_Laptops,North,73,850,9,444,88,32,OVERSTOCK_WARNING
2025-09-23,PRD_001_Laptops,South,74,850,3,553,89,11,OVERSTOCK_WARNING
2025-09-23,PRD_001_Laptops,East,64,850,12,138,77,38,OPTIMAL
2025-09-23,PRD_001_Laptops,West,118,850,8,842,143,47,OVERSTOCK_WARNING
2025-09-23,PRD_002_Monitors,North,173,320,6,798,210,51,OVERSTOCK_WARNING
2025-09-23,PRD_002_Monitors,South,127,320,7,662,154,44,OVERSTOCK_WARNING
2025-09-23,PRD_002_Monitors,East,160,320,7,138,194,55,OPTIMAL
2025-09-23,PRD_002_Monitors,West,108,320,6,165,131,32,OVERSTOCK_WARNING
2025-09-23,PRD_003_Keyboards,North,57,45,5,672,69,14,OVERSTOCK_WARNING
2025-09-23,PRD_003_Keyboards,South,153,45,10,871,185,76,OVERSTOCK_WARNING
2025-09-23,PRD_003_Keyboards,East,105,45,8,478,127,42,OVERSTOCK_WARNING
2025-09-23,PRD_003_Keyboards,West,170,45,7,372,206,59,OVERSTOCK_WARNING
2025-09-23,PRD_004_Processors,North,170,400,5,771,206,42,OVERSTOCK_WARNING
2025-09-23,PRD_004_Processors,South,163,400,4,969,198,32,OVERSTOCK_WARNING
2025-09-23,PRD_004_Processors,East,203,400,3,1039,246,30,OVERSTOCK_WARNING
2025-09-23,PRD_004_Processors,West,193,400,10,352,234,96,OPTIMAL
2025-09-24,PRD_001_Laptops,North,207,850,9,904,251,93,OVERSTOCK_WARNING
2025-09-24,PRD_001_Laptops,South,47,850,7,647,57,16,OVERSTOCK_WARNING
2025-09-24,PRD_001_Laptops,East,165,850,13,649,200,107,OVERSTOCK_WARNING
2025-09-24,PRD_001_Laptops,West,179,850,5,526,217,44,OVERSTOCK_WARNING
2025-09-24,PRD_002_Monitors,North,113,320,9,539,137,50,OVERSTOCK_WARNING
2025-09-24,PRD_002_Monitors,South,187,320,7,383,227,65,OVERSTOCK_WARNING
2025-09-24,PRD_002_Monitors,East,110,320,6,261,133,33,OVERSTOCK_WARNING
2025-09-24,PRD_002_Monitors,West,161,320,13,1046,195,104,OVERSTOCK_WARNING
2025-09-24,PRD_003_Keyboards,North,68,45,12,172,82,40,OPTIMAL
2025-09-24,PRD_003_Keyboards,South,112,45,6,767,136,33,OVERSTOCK_WARNING
2025-09-24,PRD_003_Keyboards,East,113,45,5,263,137,28,OVERSTOCK_WARNING
2025-09-24,PRD_003_Keyboards,West,134,45,3,728,162,20,OVERSTOCK_WARNING
2025-09-24,PRD_004_Processors,North,136,400,4,1020,165,27,OVERSTOCK_WARNING
2025-09-24,PRD_004_Processors,South,48,400,9,735,58,21,OVERSTOCK_WARNING
2025-09-24,PRD_004_Processors,East,58,400,9,725,70,26,OVERSTOCK_WARNING
2025-09-24,PRD_004_Processors,West,153,400,5,218,185,38,OVERSTOCK_WARNING
2025-09-25,PRD_001_Laptops,North,164,850,12,889,199,98,OVERSTOCK_WARNING
2025-09-25,PRD_001_Laptops,South,52,850,7,537,63,18,OVERSTOCK_WARNING
2025-09-25,PRD_001_Laptops,East,59,850,4,755,71,11,OVERSTOCK_WARNING
2025-09-25,PRD_001_Laptops,West,131,850,10,148,159,65,OPTIMAL
2025-09-25,PRD_002_Monitors,North,76,320,12,946,92,45,OVERSTOCK_WARNING
2025-09-25,PRD_002_Monitors,South,164,320,10,645,199,82,OVERSTOCK_WARNING
2025-09-25,PRD_002_Monitors,East,169,320,4,888,205,33,OVERSTOCK_WARNING
2025-09-25,PRD_002_Monitors,West,84,320,9,697,102,37,OVERSTOCK_WARNING
2025-09-25,PRD_003_Keyboards,North,176,45,8,638,213,70,OVERSTOCK_WARNING
2025-09-25,PRD_003_Keyboards,South,44,45,3,891,53,6,OVERSTOCK_WARNING
2025-09-25,PRD_003_Keyboards,East,189,45,8,322,229,75,OPTIMAL
2025-09-25,PRD_003_Keyboards,West,58,45,5,786,70,14,OVERSTOCK_WARNING
2025-09-25,PRD_004_Processors,North,126,400,12,458,153,75,OVERSTOCK_WARNING
2025-09-25,PRD_004_Processors,South,121,400,12,732,146,72,OVERSTOCK_WARNING
2025-09-25,PRD_004_Processors,East,97,400,4,402,117,19,OVERSTOCK_WARNING
2025-09-25,PRD_004_Processors,West,161,400,9,978,195,72,OVERSTOCK_WARNING
2025-09-26,PRD_001_Laptops,North,94,850,11,554,114,51,OVERSTOCK_WARNING
2025-09-26,PRD_001_Laptops,South,97,850,13,899,117,63,OVERSTOCK_WARNING
2025-09-26,PRD_001_Laptops,East,165,850,10,151,200,82,OPTIMAL
2025-09-26,PRD_001_Laptops,West,48,850,7,173,58,16,OVERSTOCK_WARNING
2025-09-26,PRD_002_Monitors,North,156,320,5,516,189,39,OVERSTOCK_WARNING
2025-09-26,PRD_002_Monitors,South,119,320,10,571,144,59,OVERSTOCK_WARNING
2025-09-26,PRD_002_Monitors,East,188,320,6,119,228,56,OPTIMAL
2025-09-26,PRD_002_Monitors,West,142,320,8,660,172,56,OVERSTOCK_WARNING
2025-09-26,PRD_003_Keyboards,North,181,45,7,956,219,63,OVERSTOCK_WARNING
2025-09-26,PRD_003_Keyboards,South,209,45,4,780,253,41,OVERSTOCK_WARNING
2025-09-26,PRD_003_Keyboards,East,43,45,10,1063,52,21,OVERSTOCK_WARNING
2025-09-26,PRD_003_Keyboards,West,56,45,4,420,68,11,OVERSTOCK_WARNING
2025-09-26,PRD_004_Processors,North,96,400,12,698,116,57,OVERSTOCK_WARNING
2025-09-26,PRD_004_Processors,South,87,400,13,543,105,56,OVERSTOCK_WARNING
2025-09-26,PRD_004_Processors,East,156,400,3,110,189,23,OVERSTOCK_WARNING
2025-09-26,PRD_004_Processors,West,151,400,8,187,183,60,OPTIMAL
2025-09-27,PRD_001_Laptops,North,111,850,9,497,134,49,OVERSTOCK_WARNING
2025-09-27,PRD_001_Laptops,South,147,850,7,477,178,51,OVERSTOCK_WARNING
2025-09-27,PRD_001_Laptops,East,55,850,13,195,66,35,OVERSTOCK_WARNING
2025-09-27,PRD_001_Laptops,West,112,850,12,335,136,67,OVERSTOCK_WARNING
2025-09-27,PRD_002_Monitors,North,120,320,8,994,145,48,OVERSTOCK_WARNING
2025-09-27,PRD_002_Monitors,South,80,320,7,236,97,27,OVERSTOCK_WARNING
2025-09-27,PRD_002_Monitors,East,98,320,11,840,119,53,OVERSTOCK_WARNING
2025-09-27,PRD_002_Monitors,West,63,320,11,479,76,34,OVERSTOCK_WARNING
2025-09-27,PRD_003_Keyboards,North,219,45,8,500,266,87,OVERSTOCK_WARNING
2025-09-27,PRD_003_Keyboards,South,171,45,4,427,207,34,OVERSTOCK_WARNING
2025-09-27,PRD_003_Keyboards,East,205,45,11,427,249,112,OPTIMAL
2025-09-27,PRD_003_Keyboards,West,120,45,9,805,145,54,OVERSTOCK_WARNING
2025-09-27,PRD_004_Processors,North,218,400,3,300,264,32,OVERSTOCK_WARNING
2025-09-27,PRD_004_Processors,South,91,400,11,798,110,50,OVERSTOCK_WARNING
2025-09-27,PRD_004_Processors,East,138,400,4,237,167,27,OVERSTOCK_WARNING
2025-09-27,PRD_004_Processors,West,137,400,12,730,166,82,OVERSTOCK_WARNING
2025-09-28,PRD_001_Laptops,North,66,850,10,306,80,33,OVERSTOCK_WARNING
2025-09-28,PRD_001_Laptops,South,206,850,10,322,250,102,OPTIMAL
2025-09-28,PRD_001_Laptops,East,57,850,10,450,69,28,OVERSTOCK_WARNING
2025-09-28,PRD_001_Laptops,West,126,850,3,813,153,18,OVERSTOCK_WARNING
2025-09-28,PRD_002_Monitors,North,198,320,8,251,240,79,OPTIMAL
2025-09-28,PRD_002_Monitors,South,131,320,11,443,159,72,OVERSTOCK_WARNING
2025-09-28,PRD_002_Monitors,East,218,320,9,956,264,98,OVERSTOCK_WARNING
2025-09-28,PRD_002_Monitors,West,173,320,10,98,210,86,OPTIMAL
2025-09-28,PRD_003_Keyboards,North,122,45,6,450,148,36,OVERSTOCK_WARNING
2025-09-28,PRD_003_Keyboards,South,48,45,13,755,58,31,OVERSTOCK_WARNING
2025-09-28,PRD_003_Keyboards,East,141,45,10,1098,171,70,OVERSTOCK_WARNING
2025-09-28,PRD_003_Keyboards,West,191,45,7,516,232,66,OVERSTOCK_WARNING
2025-09-28,PRD_004_Processors,North,209,400,9,636,253,94,OVERSTOCK_WARNING
2025-09-28,PRD_004_Processors,South,164,400,12,93,199,98,CRITICAL_STOCKOUT_RISK
2025-09-28,PRD_004_Processors,East,196,400,6,725,238,58,OVERSTOCK_WARNING
2025-09-28,PRD_004_Processors,West,174,400,7,644,211,60,OVERSTOCK_WARNING
2025-09-29,PRD_001_Laptops,North,57,850,9,571,69,25,OVERSTOCK_WARNING
2025-09-29,PRD_001_Laptops,South,77,850,13,464,93,50,OVERSTOCK_WARNING
2025-09-29,PRD_001_Laptops,East,83,850,5,806,100,20,OVERSTOCK_WARNING
2025-09-29,PRD_001_Laptops,West,99,850,12,387,120,59,OVERSTOCK_WARNING
2025-09-29,PRD_002_Monitors,North,47,320,13,287,57,30,OVERSTOCK_WARNING
2025-09-29,PRD_002_Monitors,South,208,320,5,815,252,52,OVERSTOCK_WARNING
2025-09-29,PRD_002_Monitors,East,181,320,12,702,219,108,OVERSTOCK_WARNING
2025-09-29,PRD_002_Monitors,West,162,320,12,563,196,97,OVERSTOCK_WARNING
2025-09-29,PRD_003_Keyboards,North,207,45,5,970,251,51,OVERSTOCK_WARNING
2025-09-29,PRD_003_Keyboards,South,44,45,3,284,53,6,OVERSTOCK_WARNING
2025-09-29,PRD_003_Keyboards,East,50,45,7,87,60,17,OVERSTOCK_WARNING
2025-09-29,PRD_003_Keyboards,West,192,45,10,111,233,96,OPTIMAL
2025-09-29,PRD_004_Processors,North,67,400,5,307,81,16,OVERSTOCK_WARNING
2025-09-29,PRD_004_Processors,South,167,400,13,803,202,108,OVERSTOCK_WARNING
2025-09-29,PRD_004_Processors,East,101,400,13,836,122,65,OVERSTOCK_WARNING
2025-09-29,PRD_004_Processors,West,84,400,11,427,102,46,OVERSTOCK_WARNING
2025-09-30,PRD_001_Laptops,North,64,850,12,780,77,38,OVERSTOCK_WARNING
2025-09-30,PRD_001_Laptops,South,83,850,3,1021,100,12,OVERSTOCK_WARNING
2025-09-30,PRD_001_Laptops,East,181,850,10,255,219,90,OPTIMAL
2025-09-30,PRD_001_Laptops,West,181,850,3,671,219,27,OVERSTOCK_WARNING
2025-09-30,PRD_002_Monitors,North,121,320,9,798,146,54,OVERSTOCK_WARNING
2025-09-30,PRD_002_Monitors,South,127,320,3,462,154,19,OVERSTOCK_WARNING
2025-09-30,PRD_002_Monitors,East,94,320,11,519,114,51,OVERSTOCK_WARNING
2025-09-30,PRD_002_Monitors,West,95,320,11,905,115,52,OVERSTOCK_WARNING
2025-09-30,PRD_003_Keyboards,North,202,45,10,688,245,101,OVERSTOCK_WARNING
2025-09-30,PRD_003_Keyboards,South,183,45,10,556,222,91,OVERSTOCK_WARNING
2025-09-30,PRD_003_Keyboards,East,212,45,10,576,257,105,OVERSTOCK_WARNING
2025-09-30,PRD_003_Keyboards,West,53,45,13,324,64,34,OVERSTOCK_WARNING
2025-09-30,PRD_004_Processors,North,92,400,9,462,111,41,OVERSTOCK_WARNING
2025-09-30,PRD_004_Processors,South,194,400,5,469,235,48,OVERSTOCK_WARNING
2025-09-30,PRD_004_Processors,East,94,400,3,379,114,14,OVERSTOCK_WARNING
2025-09-30,PRD_004_Processors,West,57,400,6,892,69,17,OVERSTOCK_WARNING
2025-10-01,PRD_001_Laptops,North,132,850,12,357,160,79,OVERSTOCK_WARNING
2025-10-01,PRD_001_Laptops,South,136,850,12,1092,165,81,OVERSTOCK_WARNING
2025-10-01,PRD_001_Laptops,East,86,850,8,892,104,34,OVERSTOCK_WARNING
2025-10-01,PRD_001_Laptops,West,116,850,11,103,140,63,OPTIMAL
2025-10-01,PRD_002_Monitors,North,54,320,6,604,65,16,OVERSTOCK_WARNING
2025-10-01,PRD_002_Monitors,South,130,320,7,406,157,45,OVERSTOCK_WARNING
2025-10-01,PRD_002_Monitors,East,161,320,6,451,195,48,OVERSTOCK_WARNING
2025-10-01,PRD_002_Monitors,West,100,320,10,1056,121,50,OVERSTOCK_WARNING
2025-10-01,PRD_003_Keyboards,North,207,45,7,556,251,72,OVERSTOCK_WARNING
2025-10-01,PRD_003_Keyboards,South,165,45,13,336,200,107,OPTIMAL
2025-10-01,PRD_003_Keyboards,East,201,45,6,423,244,60,OVERSTOCK_WARNING
2025-10-01,PRD_003_Keyboards,West,60,45,3,470,72,9,OVERSTOCK_WARNING
2025-10-01,PRD_004_Processors,North,42,400,5,926,51,10,OVERSTOCK_WARNING
2025-10-01,PRD_004_Processors,South,134,400,8,543,162,53,OVERSTOCK_WARNING
2025-10-01,PRD_004_Processors,East,162,400,13,853,196,105,OVERSTOCK_WARNING
2025-10-01,PRD_004_Processors,West,196,400,3,452,238,29,OVERSTOCK_WARNING
2025-10-02,PRD_001_Laptops,North,99,850,8,487,120,39,OVERSTOCK_WARNING
2025-10-02,PRD_001_Laptops,South,164,850,3,420,199,24,OVERSTOCK_WARNING
2025-10-02,PRD_001_Laptops,East,90,850,4,730,109,18,OVERSTOCK_WARNING
2025-10-02,PRD_001_Laptops,West,110,850,12,118,133,66,OPTIMAL
2025-10-02,PRD_002_Monitors,North,108,320,11,356,131,59,OVERSTOCK_WARNING
2025-10-02,PRD_002_Monitors,South,121,320,5,995,146,30,OVERSTOCK_WARNING
2025-10-02,PRD_002_Monitors,East,54,320,7,540,65,18,OVERSTOCK_WARNING
2025-10-02,PRD_002_Monitors,West,218,320,9,548,264,98,OVERSTOCK_WARNING
2025-10-02,PRD_003_Keyboards,North,76,45,8,534,92,30,OVERSTOCK_WARNING
2025-10-02,PRD_003_Keyboards,South,65,45,12,1087,78,39,OVERSTOCK_WARNING
2025-10-02,PRD_003_Keyboards,East,47,45,11,1066,57,25,OVERSTOCK_WARNING
2025-10-02,PRD_003_Keyboards,West,43,45,7,1006,52,15,OVERSTOCK_WARNING
2025-10-02,PRD_004_Processors,North,188,400,10,104,228,94,OPTIMAL
2025-10-02,PRD_004_Processors,South,182,400,7,1010,221,63,OVERSTOCK_WARNING
2025-10-02,PRD_004_Processors,East,216,400,13,504,262,140,OPTIMAL
2025-10-02,PRD_004_Processors,West,76,400,11,633,92,41,OVERSTOCK_WARNING
2025-10-03,PRD_001_Laptops,North,214,850,6,644,259,64,OVERSTOCK_WARNING
2025-10-03,PRD_001_Laptops,South,123,850,4,155,149,24,OVERSTOCK_WARNING
2025-10-03,PRD_001_Laptops,East,136,850,10,995,165,68,OVERSTOCK_WARNING
2025-10-03,PRD_001_Laptops,West,69,850,10,826,83,34,OVERSTOCK_WARNING
2025-10-03,PRD_002_Monitors,North,46,320,6,629,55,13,OVERSTOCK_WARNING
2025-10-03,PRD_002_Monitors,South,91,320,9,475,110,40,OVERSTOCK_WARNING
2025-10-03,PRD_002_Monitors,East,211,320,13,461,256,137,OPTIMAL
2025-10-03,PRD_002_Monitors,West,88,320,7,350,106,30,OVERSTOCK_WARNING
2025-10-03,PRD_003_Keyboards,North,53,45,12,1083,64,31,OVERSTOCK_WARNING
2025-10-03,PRD_003_Keyboards,South,54,45,12,654,65,32,OVERSTOCK_WARNING
2025-10-03,PRD_003_Keyboards,East,66,45,9,172,80,29,OVERSTOCK_WARNING
2025-10-03,PRD_003_Keyboards,West,144,45,7,131,174,50,OPTIMAL
2025-10-03,PRD_004_Processors,North,102,400,11,260,123,56,OVERSTOCK_WARNING
2025-10-03,PRD_004_Processors,South,96,400,10,899,116,48,OVERSTOCK_WARNING
2025-10-03,PRD_004_Processors,East,146,400,13,726,177,94,OVERSTOCK_WARNING
2025-10-03,PRD_004_Processors,West,156,400,12,339,189,93,OPTIMAL
2025-10-04,PRD_001_Laptops,North,172,850,13,334,208,111,OPTIMAL
2025-10-04,PRD_001_Laptops,South,119,850,11,581,144,65,OVERSTOCK_WARNING
2025-10-04,PRD_001_Laptops,East,171,850,4,1085,207,34,OVERSTOCK_WARNING
2025-10-04,PRD_001_Laptops,West,188,850,8,378,228,75,OVERSTOCK_WARNING
2025-10-04,PRD_002_Monitors,North,121,320,7,472,146,42,OVERSTOCK_WARNING
2025-10-04,PRD_002_Monitors,South,195,320,12,673,236,117,OVERSTOCK_WARNING
2025-10-04,PRD_002_Monitors,East,122,320,5,408,148,30,OVERSTOCK_WARNING
2025-10-04,PRD_002_Monitors,West,139,320,3,992,168,20,OVERSTOCK_WARNING
2025-10-04,PRD_003_Keyboards,North,102,45,9,486,123,45,OVERSTOCK_WARNING
2025-10-04,PRD_003_Keyboards,South,73,45,11,696,88,40,OVERSTOCK_WARNING
2025-10-04,PRD_003_Keyboards,East,108,45,5,802,131,27,OVERSTOCK_WARNING
2025-10-04,PRD_003_Keyboards,West,195,45,5,693,236,48,OVERSTOCK_WARNING
2025-10-04,PRD_004_Processors,North,43,400,10,750,52,21,OVERSTOCK_WARNING
2025-10-04,PRD_004_Processors,South,84,400,13,892,102,54,OVERSTOCK_WARNING
2025-10-04,PRD_004_Processors,East,114,400,7,272,138,39,OVERSTOCK_WARNING
2025-10-04,PRD_004_Processors,West,48,400,3,453,58,7,OVERSTOCK_WARNING
2025-10-05,PRD_001_Laptops,North,104,850,5,574,126,26,OVERSTOCK_WARNING
2025-10-05,PRD_001_Laptops,South,65,850,7,494,78,22,OVERSTOCK_WARNING
2025-10-05,PRD_001_Laptops,East,65,850,9,109,78,29,OPTIMAL
2025-10-05,PRD_001_Laptops,West,49,850,10,571,59,24,OVERSTOCK_WARNING
2025-10-05,PRD_002_Monitors,North,103,320,8,478,125,41,OVERSTOCK_WARNING
2025-10-05,PRD_002_Monitors,South,162,320,11,775,196,89,OVERSTOCK_WARNING
2025-10-05,PRD_002_Monitors,East,113,320,6,696,137,33,OVERSTOCK_WARNING
2025-10-05,PRD_002_Monitors,West,86,320,9,900,104,38,OVERSTOCK_WARNING
2025-10-05,PRD_003_Keyboards,North,168,45,4,393,204,33,OVERSTOCK_WARNING
2025-10-05,PRD_003_Keyboards,South,186,45,10,565,225,93,OVERSTOCK_WARNING
2025-10-05,PRD_003_Keyboards,East,179,45,12,106,217,107,CRITICAL_STOCKOUT_RISK
2025-10-05,PRD_003_Keyboards,West,68,45,7,332,82,23,OVERSTOCK_WARNING
2025-10-05,PRD_004_Processors,North,168,400,13,299,204,109,OPTIMAL
2025-10-05,PRD_004_Processors,South,42,400,5,737,51,10,OVERSTOCK_WARNING
2025-10-05,PRD_004_Processors,East,91,400,4,175,110,18,OVERSTOCK_WARNING
2025-10-05,PRD_004_Processors,West,128,400,12,310,155,76,OPTIMAL
2025-10-06,PRD_001_Laptops,North,58,850,8,190,70,23,OVERSTOCK_WARNING
2025-10-06,PRD_001_Laptops,South,61,850,3,757,74,9,OVERSTOCK_WARNING
2025-10-06,PRD_001_Laptops,East,167,850,5,698,202,41,OVERSTOCK_WARNING
2025-10-06,PRD_001_Laptops,West,167,850,5,930,202,41,OVERSTOCK_WARNING
2025-10-06,PRD_002_Monitors,North,177,320,13,734,215,115,OVERSTOCK_WARNING
2025-10-06,PRD_002_Monitors,South,178,320,12,842,216,106,OVERSTOCK_WARNING
2025-10-06,PRD_002_Monitors,East,63,320,7,211,76,22,OVERSTOCK_WARNING
2025-10-06,PRD_002_Monitors,West,52,320,11,520,63,28,OVERSTOCK_WARNING
2025-10-06,PRD_003_Keyboards,North,137,45,10,372,166,68,OVERSTOCK_WARNING
2025-10-06,PRD_003_Keyboards,South,87,45,9,80,105,39,OPTIMAL
2025-10-06,PRD_003_Keyboards,East,99,45,12,731,120,59,OVERSTOCK_WARNING
2025-10-06,PRD_003_Keyboards,West,188,45,13,123,228,122,OPTIMAL
2025-10-06,PRD_004_Processors,North,154,400,12,699,187,92,OVERSTOCK_WARNING
2025-10-06,PRD_004_Processors,South,83,400,4,241,100,16,OVERSTOCK_WARNING
2025-10-06,PRD_004_Processors,East,64,400,6,527,77,19,OVERSTOCK_WARNING
2025-10-06,PRD_004_Processors,West,155,400,9,553,188,69,OVERSTOCK_WARNING
2025-10-07,PRD_001_Laptops,North,183,850,12,188,222,109,OPTIMAL
2025-10-07,PRD_001_Laptops,South,74,850,5,981,89,18,OVERSTOCK_WARNING
2025-10-07,PRD_001_Laptops,East,58,850,13,1028,70,37,OVERSTOCK_WARNING
2025-10-07,PRD_001_Laptops,West,47,850,12,1042,57,28,OVERSTOCK_WARNING
2025-10-07,PRD_002_Monitors,North,205,320,9,614,249,92,OVERSTOCK_WARNING
2025-10-07,PRD_002_Monitors,South,85,320,5,619,103,21,OVERSTOCK_WARNING
2025-10-07,PRD_002_Monitors,East,65,320,12,254,78,39,OVERSTOCK_WARNING
2025-10-07,PRD_002_Monitors,West,43,320,9,401,52,19,OVERSTOCK_WARNING
2025-10-07,PRD_003_Keyboards,North,106,45,9,134,128,47,OPTIMAL
2025-10-07,PRD_003_Keyboards,South,70,45,12,610,85,42,OVERSTOCK_WARNING
2025-10-07,PRD_003_Keyboards,East,195,45,3,747,236,29,OVERSTOCK_WARNING
2025-10-07,PRD_003_Keyboards,West,186,45,7,678,225,65,OVERSTOCK_WARNING
2025-10-07,PRD_004_Processors,North,59,400,13,986,71,38,OVERSTOCK_WARNING
2025-10-07,PRD_004_Processors,South,215,400,3,1029,261,32,OVERSTOCK_WARNING
2025-10-07,PRD_004_Processors,East,89,400,5,339,108,22,OVERSTOCK_WARNING
2025-10-07,PRD_004_Processors,West,61,400,8,966,74,24,OVERSTOCK_WARNING
2025-10-08,PRD_001_Laptops,North,140,850,9,881,170,63,OVERSTOCK_WARNING
2025-10-08,PRD_001_Laptops,South,136,850,12,375,165,81,OVERSTOCK_WARNING
2025-10-08,PRD_001_Laptops,East,136,850,4,1098,165,27,OVERSTOCK_WARNING
2025-10-08,PRD_001_Laptops,West,195,850,12,421,236,117,OPTIMAL
2025-10-08,PRD_002_Monitors,North,129,320,5,534,156,32,OVERSTOCK_WARNING
2025-10-08,PRD_002_Monitors,South,115,320,5,1056,139,28,OVERSTOCK_WARNING
2025-10-08,PRD_002_Monitors,East,131,320,11,857,159,72,OVERSTOCK_WARNING
2025-10-08,PRD_002_Monitors,West,125,320,8,1032,151,50,OVERSTOCK_WARNING
2025-10-08,PRD_003_Keyboards,North,147,45,7,1052,178,51,OVERSTOCK_WARNING
2025-10-08,PRD_003_Keyboards,South,130,45,8,813,157,52,OVERSTOCK_WARNING
2025-10-08,PRD_003_Keyboards,East,146,45,10,692,177,73,OVERSTOCK_WARNING
2025-10-08,PRD_003_Keyboards,West,147,45,4,329,178,29,OVERSTOCK_WARNING
2025-10-08,PRD_004_Processors,North,87,400,7,818,105,30,OVERSTOCK_WARNING
2025-10-08,PRD_004_Processors,South,145,400,5,1047,176,36,OVERSTOCK_WARNING
2025-10-08,PRD_004_Processors,East,72,400,7,447,87,25,OVERSTOCK_WARNING
2025-10-08,PRD_004_Processors,West,128,400,6,928,155,38,OVERSTOCK_WARNING
2025-10-09,PRD_001_Laptops,North,127,850,7,977,154,44,OVERSTOCK_WARNING
2025-10-09,PRD_001_Laptops,South,70,850,3,365,85,10,OVERSTOCK_WARNING
2025-10-09,PRD_001_Laptops,East,211,850,5,200,256,52,OPTIMAL
2025-10-09,PRD_001_Laptops,West,216,850,6,743,262,64,OVERSTOCK_WARNING
2025-10-09,PRD_002_Monitors,North,191,320,12,267,232,114,OPTIMAL
2025-10-09,PRD_002_Monitors,South,178,320,13,279,216,115,OPTIMAL
2025-10-09,PRD_002_Monitors,East,113,320,10,527,137,56,OVERSTOCK_WARNING
2025-10-09,PRD_002_Monitors,West,59,320,10,920,71,29,OVERSTOCK_WARNING
2025-10-09,PRD_003_Keyboards,North,110,45,4,968,133,22,OVERSTOCK_WARNING
2025-10-09,PRD_003_Keyboards,South,82,45,10,92,99,41,OPTIMAL
2025-10-09,PRD_003_Keyboards,East,150,45,5,614,182,37,OVERSTOCK_WARNING
2025-10-09,PRD_003_Keyboards,West,85,45,4,652,103,17,OVERSTOCK_WARNING
2025-10-09,PRD_004_Processors,North,154,400,11,387,187,84,OVERSTOCK_WARNING
2025-10-09,PRD_004_Processors,South,203,400,5,404,246,50,OVERSTOCK_WARNING
2025-10-09,PRD_004_Processors,East,106,400,11,254,128,58,OPTIMAL
2025-10-09,PRD_004_Processors,West,122,400,4,251,148,24,OVERSTOCK_WARNING
2025-10-10,PRD_001_Laptops,North,117,850,13,133,142,76,OPTIMAL
2025-10-10,PRD_001_Laptops,South,106,850,6,693,128,31,OVERSTOCK_WARNING
2025-10-10,PRD_001_Laptops,East,159,850,11,1061,193,87,OVERSTOCK_WARNING
2025-10-10,PRD_001_Laptops,West,87,850,9,638,105,39,OVERSTOCK_WARNING
2025-10-10,PRD_002_Monitors,North,60,320,11,963,72,33,OVERSTOCK_WARNING
2025-10-10,PRD_002_Monitors,South,193,320,13,741,234,125,OVERSTOCK_WARNING
2025-10-10,PRD_002_Monitors,East,188,320,3,756,228,28,OVERSTOCK_WARNING
2025-10-10,PRD_002_Monitors,West,116,320,7,637,140,40,OVERSTOCK_WARNING
2025-10-10,PRD_003_Keyboards,North,176,45,3,126,213,26,OVERSTOCK_WARNING
2025-10-10,PRD_003_Keyboards,South,98,45,8,421,119,39,OVERSTOCK_WARNING
